Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
BOT 160 (Section 11),49392,In Person,Ecology,,0,LAB,R,02:30PM-05:15PM,Fredrick Larabee,DH245,08/21/23-12/06/23,19,,2023,Fall
BOT 165 (Section 01),44834,In Person,Plant Communities of California,,4.0,LEC,W,10:30AM-12:15PM,Susan Lambrecht,DH344,08/21/23-12/06/23,9,,2023,Fall
BOT 165 (Section 11),44835,In Person,Plant Communities of California,,0,LAB,F,10:30AM-04:15PM,Susan Lambrecht,DH344,08/21/23-12/06/23,9,,2023,Fall
BOT 180 (Section 01),40498,In Person,Individual Studies,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
BOT 180 (Section 02),40476,In Person,Individual Studies,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
BOT 180 (Section 03),40481,In Person,Individual Studies,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
BOT 180 (Section 04),41943,In Person,Individual Studies,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,36,RO - Not available to Open University students.,2023,Fall
BOT 186 (Section 01),40499,In Person,Senior Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
BOT 186 (Section 02),40482,In Person,Senior Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
BOT 298 (Section 01),40538,In Person,Research,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
BOT 298 (Section 02),40539,In Person,Research,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
BOT 298 (Section 03),40540,In Person,Research,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
BOT 298 (Section 04),40541,In Person,Research,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,RO - Not available to Open University students.,2023,Fall
BUS 200F (Section 01),48834,Hybrid,Leadership Communication for Finance Professionals,,2.0,SEM,T,06:00PM-10:00PM,Arjun Buxi,BBC322,08/22/23-10/03/23,3,,2023,Fall
BUS 201 (Section 01),41511,In Person,Business Communications,,1.0,LEC,W,06:00PM-10:00PM,Catherine Lycurgus,BBC021,08/23/23-09/13/23,0,,2023,Fall
BUS 201 (Section 02),41512,In Person,Business Communications,,1.0,LEC,M,06:00PM-10:00PM,Catherine Lycurgus,BBC022,08/21/23-09/18/23,0,,2023,Fall
BUS 201 (Section 03),47158,In Person,Business Communications,,1.0,LEC,T,06:00PM-10:00PM,Catherine Lycurgus,BBC205,08/22/23-09/12/23,0,,2023,Fall
BUS 201 (Section 04),50574,In Person,Business Communications,,1.0,LEC,M,06:00PM-10:00PM,Minna Holopainen,BBC120,08/21/23-09/18/23,0,,2023,Fall
BUS 210 (Section 01),41509,Hybrid,Developing and Managing People,GWAR,3.0,LEC,W,06:00PM-10:00PM,Lucy Headrick,BBC021,09/20/23-12/06/23,0,,2023,Fall
BUS 210 (Section 02),41510,Hybrid,Developing and Managing People,GWAR,3.0,LEC,M,FSFS,M,06:00PM-10:00PM,F,06:00PM-10:00PM,S,09:00AM-01:00PM,F,06:00PM-10:00PM,S,02:00PM-06:00PM,Craig Nathanson / Craig Nathanson,BBC022,09/29/23-12/04/23,0,2023,Fall
BUS 210 (Section 03),47128,Hybrid,Developing and Managing People,GWAR,3.0,LEC,T,06:00PM-10:00PM,Brian Maxwell,BBC205,,,,2023,Fall
BUS 210 (Section 04),50588,Hybrid,Developing and Managing People,GWAR,3.0,LEC,M,06:00PM-10:00PM,Jingmei Li,BBC120,,,,2023,Fall
BUS 220 (Section 01),42877,Hybrid,Financial Accounting,,3.0,LEC,M,,,,,,,2023,Fall
TBA,M,,,,,,,,,,,,,2023,Fall
TBA,Yacoub Moussa / Yacoub Moussa,BBC021,,,,,,,,,,,,2023,Fall
BUS 220 (Section 02),42878,Hybrid,Financial Accounting,,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Melody Barta / Melody Barta,BBC022,,,,,,,,,,,,2023,Fall
BUS 220 (Section 03),47130,Hybrid,Financial Accounting,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Yacoub Moussa / Yacoub Moussa,BBC205,,,,,,,,,,,,2023,Fall
BUS 220A (Section 01),43656,In Person,Financial Statement Analysis for Accountants,,3.0,LEC,R,,,,,,,2023,Fall
BUS 220H (Section 01),40165,In Person,Auditing: Concepts/Practice,,3.0,LEC,MW,01:30PM-05:30PM,Jian Zhang,BBC003,11/01/23-12/06/23,18,,2023,Fall
BUS 220J (Section 01),40953,In Person,Business Communications a Ethics,GWAR,3.0,LEC,MW,,,,,,,2023,Fall
BUS 220P (Section 01),48998,In Person,Taxation of Individuals and Flow-Through Entities,,3.0,LEC,T,01:30PM-05:30PM,Caroline Chen,BBC003,10/03/23-12/06/23,18,,2023,Fall
BUS 220R (Section 01),41866,In Person,Software Applications for Accounting,,3.0,LEC,F,09:30AM-01:30PM,Colin Onita,BBC321,08/25/23-11/03/23,7,,2023,Fall
BUS 222 (Section 04),47724,Hybrid,Profit Planning and Control,,3.0,LEC,R,,,,,,,2023,Fall
TBA,R,,,,,,,,,,,,,2023,Fall
TBA,Daoping He / Daoping He,BBC021,,,,,,,,,,,,2023,Fall
BUS 234A (Section 04),46731,Hybrid,Social Media Marketing,,3.0,LEC,R,,,,,,,2023,Fall
TBA,R,,,,,,,,,,,,,2023,Fall
TBA,Gema Vinuales / Gema Vinuales,BBC022,,,,,,,,,,,,2023,Fall
BUS 253 (Section 04),42310,Hybrid,Negotiation and Conflict Management,,3.0,LEC,R,,,,,,,2023,Fall
TBA,R,,,,,,,,,,,,,2023,Fall
TBA,Carol Reade / Carol Reade,BBC205,,,,,,,,,,,,2023,Fall
BUS 260 (Section 01),41399,Hybrid,Managerial Decision Analysis,,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Heidi Eisips / Heidi Eisips,BBC021,,,,,,,,,,,,2023,Fall
BUS 260 (Section 02),41501,Hybrid,Managerial Decision Analysis,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Mahboubeh Madadi / Mahboubeh Madadi,BBC022,,,,,,,,,,,,2023,Fall
BUS 260 (Section 03),48960,Hybrid,Managerial Decision Analysis,,3.0,LEC,M,,,,,,,2023,Fall
BUS 265 (Section 01),42309,In Person,Silicon Valley Experience,,2.0,LEC,TBA,TBA,Vivek Agarwal,,08/21/23-12/06/23,40,,2023,Fall
BUS 270 (Section 01),41400,Hybrid,Financial Management,,3.0,LEC,M,,,,,,,2023,Fall
TBA,M,,,,,,,,,,,,,2023,Fall
TBA,Matthew Faulkner / Matthew Faulkner,BBC021,,,,,,,,,,,,2023,Fall
BUS 270 (Section 02),41503,Hybrid,Financial Management,,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Artem Meshcheryakov / Artem Meshcheryakov,BBC022,,,,,,,,,,,,2023,Fall
BUS 270 (Section 03),47129,Hybrid,Financial Management,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Salman Tahsin / Salman Tahsin,BBC205,,,,,,,,,,,,2023,Fall
BUS 270 (Section 04),50573,Hybrid,Financial Management,,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Ebru Reis,BBC125,,,,,,,,,,,,2023,Fall
BUS 280 (Section 01),41401,Hybrid,Operations and Supply Chain Management,,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Damon Moon / Damon Moon,BBC021,,,,,,,,,,,,2023,Fall
BUS 280 (Section 02),41507,Hybrid,Operations and Supply Chain Management,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Yan Wu / Yan Wu,BBC022,,,,,,,,,,,,2023,Fall
BUS 280 (Section 03),47178,Hybrid,Operations and Supply Chain Management,,3.0,LEC,M,,,,,,,2023,Fall
TBA,M,,,,,,,,,,,,,2023,Fall
TBA,Stephen Artim / Stephen Artim,BBC205,,,,,,,,,,,,2023,Fall
BUS 286 (Section 04),47723,Hybrid,Project Management,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Ahmad Shaar / Ahmad Shaar,BBC225,,,,,,,,,,,,2023,Fall
BUS 297D (Section 04),46183,Hybrid,Special Topics in Business Administration,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Matthew Maguire / Matthew Maguire,BBC226,,,,,,,,,,,,2023,Fall
BUS 298 (Section 10),42026,Fully Online,Master's Project,,3.0,SUP,TBA,TBA,Staff,ONLINE,08/21/23-12/06/23,25,,2023,Fall
BUS 298C (Section 01),51163,In Person,Applied Business Experience Internship,,3.0,SUP,TBA,TBA,Faranak Memarzadeh,,08/21/23-12/06/23,1,,2023,Fall
BUS 298C (Section 80),41475,Fully Online,Applied Business Experience Internship,,3.0,SUP,TBA,TBA,Faranak Memarzadeh,ONLINE,08/21/23-12/06/23,4,,2023,Fall
BUS 298I (Section 02),42511,Fully Online,Applied Business Experience Internship,,1.0,SUP,TBA,TBA,Staff,ONLINE,08/21/23-12/06/23,3,,2023,Fall
BUS 298I (Section 80),40587,Fully Online,Applied Business Experience Internship,,1.0,SUP,TBA,TBA,Faranak Memarzadeh,ONLINE,08/21/23-12/06/23,5,,2023,Fall
RD - Requires department approval.,,,,,,,,,,,,,,2023,Fall
RD - Requires department approval.,,,,,,,,,,,,,,2023,Fall
RD - Requires department approval.,,,,,,,,,,,,,,2023,Fall
RD - Requires department approval.,,,,,,,,,,,,,,2023,Fall
RD - Requires department approval.,,,,,,,,,,,,,,2023,Fall
