Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
KIN 158 (Section 09),48726,In Person,Biomechanics,,3.0,ACT,R,10:00AM-11:50AM,Yang Hu,YUH128,08/21/23-12/06/23,0,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
KIN 158 (Section 10),48727,In Person,Biomechanics,,3.0,ACT,T,01:30PM-03:20PM,Yang Hu,YUH128,08/21/23-12/06/23,0,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
KIN 158 (Section 11),48728,In Person,Biomechanics,,3.0,ACT,R,01:30PM-03:20PM,Adriane Cris Tomimbang,YUH128,08/21/23-12/06/23,0,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
KIN 158 (Section 13),49974,In Person,Biomechanics,,3.0,LEC,TR,12:00PM-12:50PM,Yang Hu,YUH124,08/21/23-12/06/23,23,,2023,Fall
KIN 159 (Section 01),45821,Hybrid,Sport and Adapted Activities,,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Erin Siebert / Kayla Rooney,SPXC151,,,,,,,,,,,,2023,Fall
KIN 159 (Section 02),45822,In Person,Sport and Adapted Activities,,0,LAB,T,06:00PM-07:50PM,Erin Siebert / Kayla Rooney,SPXC107A,08/21/23-12/06/23,5,,2023,Fall
KIN 15A (Section 01),41408,In Person,Beginning Basketball,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Stanley Butler,YUH106,08/21/23-12/06/23,0,,2023,Fall
KIN 15A (Section 02),41409,In Person,Beginning Basketball,PE: PhysEd,1.0,ACT,TR,10:30AM-11:20AM,Stanley Butler,YUH106,08/21/23-12/06/23,1,,2023,Fall
KIN 15A (Section 03),45539,In Person,Beginning Basketball,PE: PhysEd,1.0,ACT,MW,10:30AM-11:20AM,Stanley Butler,YUH106,08/21/23-12/06/23,2,,2023,Fall
KIN 15B (Section 01),41598,In Person,Intermediate Basketball,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Stanley Butler,YUH106,08/21/23-12/06/23,0,,2023,Fall
KIN 160 (Section 01),42352,In Person,History of Sport and Physical Education,,3.0,LEC,TR,09:00AM-10:15AM,Shirley Reekie,SPXE163,08/21/23-12/06/23,2,,2023,Fall
KIN 160 (Section 02),42526,In Person,History of Sport and Physical Education,,3.0,LEC,MW,12:00PM-01:15PM,Michael Dao,SPXE163,08/21/23-12/06/23,0,,2023,Fall
KIN 161 (Section 01),44341,In Person,Philosophical Perspectives of Sport,,3.0,LEC,TR,10:30AM-11:45AM,Daniel Bohigian,SPXC151,08/21/23-12/06/23,3,,2023,Fall
KIN 161 (Section 02),44342,In Person,Philosophical Perspectives of Sport,,3.0,LEC,TR,12:00PM-01:15PM,Daniel Bohigian,SPXC151,08/21/23-12/06/23,15,,2023,Fall
KIN 162 (Section 01),40242,In Person,Advanced Fitness Assessment and Exercise Prescription,,3.0,LEC,TR,12:30PM-01:20PM,Marcos Cepin,YUH233,08/21/23-12/06/23,0,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
KIN 162 (Section 02),40243,In Person,Advanced Fitness Assessment and Exercise Prescription,,0,ACT,TR,01:30PM-02:20PM,Marcos Cepin,YUH233,08/21/23-12/06/23,0,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
PU - At first class meeting students must furnish proof of completion of prerequisites.,,,,,,,,,,,,,,2023,Fall
KIN 163 (Section 01),49547,In Person,Physical Fitness and Nutrition,GE: R,3.0,LEC,TR,09:00AM-10:15AM,Izzie Brown / Linda Wilkin,BBC203,08/21/23-12/06/23,16,,2023,Fall
KIN 163 (Section 02),49548,In Person,Physical Fitness and Nutrition,GE: R,3.0,LEC,TR,09:00AM-10:15AM,Izzie Brown / Linda Wilkin,SH346,08/21/23-12/06/23,30,,2023,Fall
KIN 163 (Section 03),49549,In Person,Physical Fitness and Nutrition,GE: R,3.0,LEC,TR,10:30AM-11:45AM,Izzie Brown / Linda Wilkin,BBC326,08/21/23-12/06/23,18,,2023,Fall
KIN 163 (Section 04),49550,In Person,Physical Fitness and Nutrition,GE: R,3.0,LEC,TR,10:30AM-11:45AM,Izzie Brown / Linda Wilkin,SH346,08/21/23-12/06/23,23,,2023,Fall
KIN 163 (Section 05),49551,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,TR,12:00PM-01:15PM,Izzie Brown / Rachelle Marquez,ONLINE,08/21/23-12/06/23,18,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
KIN 163 (Section 06),49552,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,TR,12:00PM-01:15PM,Izzie Brown / Rachelle Marquez,ONLINE,08/21/23-12/06/23,27,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
KIN 163 (Section 80),49553,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Toni Bloom / Laura Lamont,ONLINE,,,,,,,,,,,,2023,Fall
KIN 163 (Section 81),49554,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Toni Bloom / Laura Lamont,ONLINE,,,,,,,,,,,,2023,Fall
KIN 163 (Section 82),49555,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Toni Bloom / Alev Tug,ONLINE,,,,,,,,,,,,2023,Fall
KIN 163 (Section 83),49556,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Toni Bloom / Alev Tug,ONLINE,,,,,,,,,,,,2023,Fall
KIN 163 (Section 84),49557,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Toni Bloom / Alev Tug,ONLINE,,,,,,,,,,,,2023,Fall
KIN 163 (Section 85),49558,Fully Online,Physical Fitness and Nutrition,GE: R,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Toni Bloom / Alev Tug,ONLINE,,,,,,,,,,,,2023,Fall
KIN 164 (Section 02),48735,In Person,Sociocultural Perspectives,,3.0,LEC,MW,01:30PM-02:45PM,Michael Dao / Aaron Miller,SH242,08/21/23-12/06/23,0,,2023,Fall
KIN 165 (Section 01),41672,In Person,Motor Development,,3.0,LEC,MW,09:00AM-10:15AM,Seung Ho Chang,SPXC151,08/21/23-12/06/23,0,,2023,Fall
KIN 165 (Section 02),40763,In Person,Motor Development,,3.0,LEC,MW,12:00PM-01:15PM,Seung Ho Chang,SPXC151,08/21/23-12/06/23,0,,2023,Fall
KIN 165 (Section 03),41673,In Person,Motor Development,,3.0,LEC,TR,09:00AM-10:15AM,Farzaneh Ghiasvand,SPXC151,08/21/23-12/06/23,0,,2023,Fall
KIN 166 (Section 01),40869,In Person,Motor Learning,,3.0,LEC,TR,12:00PM-12:50PM,Emily Wughalter,BBC004,08/21/23-12/06/23,0,,2023,Fall
KIN 166 (Section 02),45824,In Person,Motor Learning,,3.0,ACT,T,08:30AM-10:20AM,Nicole Levine,SPXE172,08/21/23-12/06/23,0,,2023,Fall
KIN 166 (Section 03),45825,In Person,Motor Learning,,3.0,ACT,R,08:30AM-10:20AM,Nicole Levine,SPXE172,08/21/23-12/06/23,0,,2023,Fall
KIN 166 (Section 04),45826,In Person,Motor Learning,,3.0,ACT,T,02:00PM-03:50PM,Nicole Levine,SPXE172,08/21/23-12/06/23,0,,2023,Fall
KIN 166 (Section 05),45827,In Person,Motor Learning,,3.0,ACT,R,02:00PM-03:50PM,Nicole Levine,SPXE172,08/21/23-12/06/23,0,,2023,Fall
KIN 167 (Section 01),48738,In Person,Sports Psychology,,3.0,LEC,TR,09:00AM-10:15AM,Matthew Bejar,CL310,08/21/23-12/06/23,8,,2023,Fall
KIN 167 (Section 02),48739,In Person,Sports Psychology,,3.0,LEC,TR,10:30AM-11:45AM,Matthew Bejar,CL310,08/21/23-12/06/23,0,,2023,Fall
KIN 168 (Section 80),42948,Fully Online,Psychology of Coaching,,3.0,LEC,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Daniel Murphy / Daniel Murphy,ONLINE,,,,,,,,,,,,2023,Fall
KIN 169 (Section 01),48837,In Person,"Diversity, Stress and Health",GE: S,3.0,SEM,MW,09:00AM-10:15AM,Matt Crockett,YUH236,08/21/23-12/06/23,2,RL - Open to non majors.,2023,Fall
KIN 169 (Section 02),48838,In Person,"Diversity, Stress and Health",GE: S,3.0,SEM,MW,10:30AM-11:45AM,Karen Moreno,YUH236,08/21/23-12/06/23,8,RL - Open to non majors.,2023,Fall
KIN 169 (Section 04),48840,In Person,"Diversity, Stress and Health",GE: S,3.0,SEM,TR,12:00PM-01:15PM,Karen Moreno,YUH236,08/21/23-12/06/23,11,RL - Open to non majors.,2023,Fall
KIN 169 (Section 80),48841,Fully Online,"Diversity, Stress and Health",GE: S,3.0,SEM,M,,,,,,,2023,Fall
TBA,M,,,,,,,,,,,,,2023,Fall
TBA,Daniel Murphy / Daniel Murphy,ONLINE,,,,,,,,,,,,2023,Fall
KIN 16A (Section 01),47089,In Person,Beginning Team Handball,PE: PhysEd,1.0,ACT,TR,04:30PM-05:20PM,Martin Bilello,SPXC107A,08/21/23-12/06/23,0,,2023,Fall
KIN 173 (Section 01),46985,In Person,Introduction to Teaching Physical Education and Non-Traditional Sports,,3.0,LEC,TR,02:00PM-02:50PM,David Daum,SPXE163,08/21/23-12/06/23,6,,2023,Fall
KIN 173 (Section 02),46986,In Person,Introduction to Teaching Physical Education and Non-Traditional Sports,,0,ACT,TR,03:00PM-03:50PM,David Daum,SPXE163,08/21/23-12/06/23,6,,2023,Fall
KIN 174 (Section 01),44002,Hybrid,Assessment of Psychomotor Function,,3.0,LEC,W,,,,,,,2023,Fall
TBA,W,,,,,,,,,,,,,2023,Fall
TBA,Jihyun Lee,SPXC151,,,,,,,,,,,,2023,Fall
KIN 174 (Section 02),44003,In Person,Assessment of Psychomotor Function,,0,LAB,W,04:00PM-05:50PM,Jihyun Lee,SPXC107A,08/21/23-12/06/23,7,,2023,Fall
KIN 175 (Section 02),41994,In Person,Measurement and Evaluation in Kinesiology,,0,ACT,F,10:00AM-11:50AM,Farzaneh Ghiasvand,SPXE172,08/21/23-12/06/23,0,PU - At first class meeting students must furnish proof of completion of prerequisites.,2023,Fall
KIN 175 (Section 03),41995,In Person,Measurement and Evaluation in Kinesiology,,0,ACT,F,12:00PM-01:50PM,Farzaneh Ghiasvand,SPXE172,08/21/23-12/06/23,0,PU - At first class meeting students must furnish proof of completion of prerequisites.,2023,Fall
KIN 175 (Section 04),45853,In Person,Measurement and Evaluation in Kinesiology,,0,ACT,F,02:00PM-03:50PM,Farzaneh Ghiasvand,SPXE172,08/21/23-12/06/23,0,PU - At first class meeting students must furnish proof of completion of prerequisites.,2023,Fall
KIN 175 (Section 05),46854,In Person,Measurement and Evaluation in Kinesiology,,0,ACT,F,04:00PM-05:50PM,Farzaneh Ghiasvand,SPXE172,08/21/23-12/06/23,1,PU - At first class meeting students must furnish proof of completion of prerequisites.,2023,Fall
KIN 175 (Section 06),46855,In Person,Measurement and Evaluation in Kinesiology,,0,ACT,T,12:00PM-01:50PM,Farzaneh Ghiasvand,SPXE172,08/21/23-12/06/23,0,PU - At first class meeting students must furnish proof of completion of prerequisites.,2023,Fall
KIN 175 (Section 07),49975,In Person,Measurement and Evaluation in Kinesiology,,3.0,LEC,TR,09:00AM-09:50AM,Yang Hu,YUH124,08/21/23-12/06/23,0,,2023,Fall
KIN 176 (Section 01),45857,In Person,Exercise Psychology,,3.0,LEC,MW,10:30AM-11:45AM,Matthew Bejar,SPXC151,08/21/23-12/06/23,0,,2023,Fall
KIN 178 (Section 02),48742,In Person,Management Practices for Physical Education Teachers,,0,ACT,R,05:00PM-06:50PM,Erin Siebert,SPXC107B,08/21/23-12/06/23,14,,2023,Fall
KIN 178 (Section 03),49981,In Person,Management Practices for Physical Education Teachers,,3.0,LEC,TR,03:00PM-03:50PM,Erin Siebert,SPXC151,08/21/23-12/06/23,14,,2023,Fall
KIN 180 (Section 01),41612,In Person,Independent Study,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 180 (Section 02),41613,In Person,Independent Study,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 180 (Section 03),41614,In Person,Independent Study,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 180 (Section 04),41615,In Person,Independent Study,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 185 (Section 01),41421,In Person,Senior Seminar,,1.0,SEM,W,03:00PM-03:50PM,Marcos Cepin,YUH128,08/21/23-12/06/23,0,,2023,Fall
PD - Prereq - Senior standing.,,,,,,,,,,,,,,2023,Fall
KIN 185 (Section 02),41422,In Person,Senior Seminar,,1.0,SEM,T,10:30AM-11:20AM,Shirley Reekie,SPXE172,08/21/23-12/06/23,2,,2023,Fall
PD - Prereq - Senior standing.,,,,,,,,,,,,,,2023,Fall
KIN 185 (Section 04),44004,In Person,Senior Seminar,,1.0,SEM,W,09:00AM-09:50AM,Marcos Cepin,YUH128,08/21/23-12/06/23,0,,2023,Fall
PD - Prereq - Senior standing.,,,,,,,,,,,,,,2023,Fall
KIN 185 (Section 05),44343,In Person,Senior Seminar,,1.0,SEM,R,10:30AM-11:20AM,Shirley Reekie,SPXE172,08/21/23-12/06/23,1,,2023,Fall
PD - Prereq - Senior standing.,,,,,,,,,,,,,,2023,Fall
KIN 185 (Section 06),46856,In Person,Senior Seminar,,1.0,SEM,M,09:00AM-09:50AM,Marcos Cepin,SPXE172,08/21/23-12/06/23,1,,2023,Fall
PD - Prereq - Senior standing.,,,,,,,,,,,,,,2023,Fall
KIN 185 (Section 80),51010,Fully Online,Senior Seminar,,1.0,SEM,M,03:00PM-03:50PM,Adriane Cris Tomimbang,ONLINE,08/21/23-12/06/23,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
KIN 187 (Section 01),41942,In Person,Clinical Exercise Physiology,,3.0,LEC,TR,10:30AM-11:45AM,Areum Jensen,SPXE163,08/21/23-12/06/23,9,,2023,Fall
RJ - Restricted to certain majors. Others permitted during add/drop on space available basis.,,,,,,,,,,,,,,2023,Fall
KIN 187 (Section 80),46857,Fully Online,Clinical Exercise Physiology,,3.0,LEC,MW,01:30PM-02:45PM,Shannon Webb,ONLINE,08/21/23-12/06/23,0,,2023,Fall
RJ - Restricted to certain majors. Others permitted during add/drop on space available basis.,,,,,,,,,,,,,,2023,Fall
KIN 18A (Section 01),46055,In Person,Beginning Handball,PE: PhysEd,1.0,ACT,W,06:00PM-07:50PM,Tom Fitzwater,OFFCAMPUS,08/21/23-12/06/23,2,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 18B (Section 01),46056,In Person,Intermediate Handball,PE: PhysEd,1.0,ACT,W,06:00PM-07:50PM,Tom Fitzwater,OFFCAMPUS,08/21/23-12/06/23,1,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 198 (Section 01),41608,In Person,Internship in Kinesiology,,1.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,0,,2023,Fall
KIN 198 (Section 02),41609,In Person,Internship in Kinesiology,,2.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,0,,2023,Fall
KIN 198 (Section 03),41610,In Person,Internship in Kinesiology,,3.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,0,,2023,Fall
KIN 198 (Section 04),41611,In Person,Internship in Kinesiology,,4.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,9,,2023,Fall
