Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
BIOL 182 (Section 23),42701,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 24),42702,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 25),42703,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 26),42704,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 27),42705,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 28),42706,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 29),42707,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 182 (Section 30),42708,In Person,Tutor Assistant in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 184 (Section 01),40428,In Person,Directed Reading,,1.0,SUP,TBA,TBA,Melissa Pickett,,08/21/23-12/06/23,13,,2023,Fall
BIOL 184 (Section 02),40429,In Person,Directed Reading,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 184 (Section 03),40430,In Person,Directed Reading,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 184 (Section 04),40431,In Person,Directed Reading,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 184 (Section 05),40432,In Person,Directed Reading,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 01),40433,In Person,Senior Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 02),40434,In Person,Senior Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 03),40497,In Person,Senior Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 04),42709,In Person,Senior Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 05),42710,In Person,Senior Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 11),42711,In Person,Senior Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 12),42712,In Person,Senior Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 13),42713,In Person,Senior Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 14),42714,In Person,Senior Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 15),42715,In Person,Senior Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 21),42716,In Person,Senior Thesis,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 22),42717,In Person,Senior Thesis,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 23),42718,In Person,Senior Thesis,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 24),42719,In Person,Senior Thesis,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 186 (Section 25),42720,In Person,Senior Thesis,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 190 (Section 01),40532,In Person,Field Studies in Biology,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 190 (Section 02),40517,In Person,Field Studies in Biology,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 190 (Section 03),40533,In Person,Field Studies in Biology,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 190 (Section 04),41810,In Person,Field Studies in Biology,,4.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,15,,2023,Fall
BIOL 198 (Section 01),44830,In Person,Undergraduate Research,,1.0,SEM,TBA,TBA,Cleber Ouverney,,08/21/23-12/06/23,11,,2023,Fall
BIOL 20 (Section 01),40824,In Person,Ecological Biology,GE: B2+B3,3.0,LEC,MW,09:30AM-10:20AM,Ursula Holzmann,SH100,08/21/23-12/06/23,0,,2023,Fall
BIOL 20 (Section 11),40825,In Person,Ecological Biology,,0,LAB,M,10:30AM-01:15PM,Ursula Holzmann / Tess Mcintyre,DH341,08/21/23-12/06/23,0,,2023,Fall
BIOL 20 (Section 12),41366,In Person,Ecological Biology,,0,LAB,T,10:30AM-01:15PM,Ursula Holzmann,DH341,08/21/23-12/06/23,0,,2023,Fall
BIOL 20 (Section 13),41557,In Person,Ecological Biology,,0,LAB,W,10:30AM-01:15PM,Ursula Holzmann,DH341,08/21/23-12/06/23,1,,2023,Fall
BIOL 20 (Section 14),43141,In Person,Ecological Biology,,0,LAB,R,10:30AM-01:15PM,Ursula Holzmann,DH341,08/21/23-12/06/23,0,,2023,Fall
BIOL 201 (Section 01),43723,Hybrid,Graduate Seminar in Biological Sciences,,1.0,SEM,W,01:30PM-01:55PM,01:55PM-02:20PM,Leila Khatib,DH135,08/21/23-12/06/23,8,2023,Fall
BIOL 201 (Section 02),50566,In Person,Graduate Seminar in Biological Sciences,,1.0,SEM,W,03:00PM-04:00PM,Bree Grillo-Hill,,08/21/23-12/06/23,10,,2023,Fall
BIOL 202 (Section 01),43682,In Person,Graduate Studies in Biology,GWAR,3.0,SEM,T,09:00AM-10:45AM,Beth Dawson,DH245,08/21/23-12/06/23,0,,2023,Fall
BIOL 202 (Section 11),43683,In Person,Graduate Studies in Biology,,0,LAB,R,09:00AM-11:45AM,Beth Dawson,DH245,08/21/23-12/06/23,0,,2023,Fall
BIOL 205 (Section 03),51040,In Person,Advanced Molecular Techniques,,4.0,SEM,TR,02:30PM-03:20PM,Theresa Dinh,DH645,08/21/23-12/06/23,1,RC - Requires department release of permission number.,2023,Fall
BIOL 205 (Section 13),51041,In Person,Advanced Molecular Techniques,,0,LAB,TR,03:30PM-06:15PM,Theresa Dinh,DH645,08/21/23-12/06/23,1,,2023,Fall
BIOL 21 (Section 01),40061,In Person,Human Biology,GE: B2+B3,3.0,LEC,MW,09:00AM-09:50AM,Hamed Mouseghy,MD101,08/21/23-12/06/23,56,,2023,Fall
BIOL 21 (Section 11),40062,In Person,Human Biology,,0,LAB,TBA,TBA,Hamed Mouseghy,DH448,08/21/23-12/06/23,0,,2023,Fall
BIOL 21 (Section 12),40063,In Person,Human Biology,,0,LAB,TBA,TBA,Rachael French,DH448,08/21/23-12/06/23,2,,2023,Fall
BIOL 21 (Section 13),40064,In Person,Human Biology,,0,LAB,TBA,TBA,Rachael French,DH448,08/21/23-12/06/23,1,,2023,Fall
BIOL 21 (Section 14),40065,In Person,Human Biology,,0,LAB,TBA,TBA,Rachael French,DH448,08/21/23-12/06/23,1,,2023,Fall
BIOL 21 (Section 15),40066,In Person,Human Biology,,0,LAB,TBA,TBA,Rachael French,DH448,08/21/23-12/06/23,1,,2023,Fall
